Location,Role,VendorID,InvoiceValue,Resource,StartTimestamp,EndTimestamp,CaseId,ActivityName,TotalStepTime(minutes),EstimatedProcessingTime(minutes),new_StartTimestamp,Column1
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,24/08/2022 10:02:55,24/08/2022 13:13:54,24,Complete the Customer Memo,190.99,22.05,24/08/2022 12:51:51,12%
"Seattle, USA",Invoice Processor,Vendor5,526.72,Riley,25/08/2022 11:41:19,25/08/2022 12:35:13,24,Credit Memo Creation,53.89,19.81,25/08/2022 12:15:24,37%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,24/08/2022 17:25:36,24/08/2022 21:04:50,24,Complete the Customer Memo,219.23,25.32,24/08/2022 20:39:31,12%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,24/08/2022 13:13:54,24/08/2022 16:29:36,24,Reject Invoice,195.69,22.6,24/08/2022 16:07:00,12%
"Seattle, USA",Invoice Approver,Vendor5,526.72,Addison,25/08/2022 9:04:50,25/08/2022 11:41:19,24,Approve Invoice,156.49,18.07,25/08/2022 11:23:15,12%
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,26/07/2022 11:26:00,26/07/2022 13:00:59,25,Check Customer Payment,94.99,34.92,26/07/2022 12:26:04,37%
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,26/07/2022 14:28:33,26/07/2022 16:20:50,25,Refund Customer,112.28,41.28,26/07/2022 15:39:33,37%
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,26/07/2022 9:21:37,26/07/2022 11:26:00,25,Invoice Entry,124.39,45.73,26/07/2022 10:40:16,37%
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,26/07/2022 13:00:59,26/07/2022 14:28:33,25,Credit Memo Entry,87.56,32.19,26/07/2022 13:56:22,37%
"San Francisco, USA",Invoice Processor,Vendor1,787.22,Aiden,26/07/2022 16:20:50,26/07/2022 17:54:04,25,Re-issuing the invoice,93.24,34.28,26/07/2022 17:19:47,37%
"San Francisco, USA",start,Vendor1,787.22,Aiden,26/07/2022 9:21:37,26/07/2022 9:21:37,25,start,0,0,26/07/2022 9:21:37,0%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,17/08/2022 14:27:30,17/08/2022 15:58:30,26,Invoice Entry,90.99,33.45,17/08/2022 15:25:03,37%
"Seattle, USA",start,Vendor4,234.9,Riley,17/08/2022 14:27:30,17/08/2022 14:27:30,26,start,0,0,17/08/2022 14:27:30,0%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,18/08/2022 16:42:47,18/08/2022 17:17:18,26,Re-issuing the invoice,34.51,12.69,18/08/2022 17:04:36,37%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,17/08/2022 17:29:18,17/08/2022 18:05:19,26,Refund With Standard Voucher,36.02,13.24,17/08/2022 17:52:04,37%
"Seattle, USA",Invoice Approver,Vendor4,234.9,Addison,18/08/2022 9:05:19,18/08/2022 11:15:38,26,Complete the Customer Memo,130.32,15.05,18/08/2022 11:00:35,12%
"Seattle, USA",Invoice Approver,Vendor4,234.9,Addison,18/08/2022 11:15:38,18/08/2022 15:03:41,26,Approve Invoice,228.05,26.33,18/08/2022 14:37:21,12%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,18/08/2022 15:03:41,18/08/2022 15:54:39,26,Credit Memo Creation,50.96,18.74,18/08/2022 15:35:54,37%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,18/08/2022 15:54:39,18/08/2022 16:42:47,26,Fill Credit Memo,48.14,17.7,18/08/2022 16:25:05,37%
"Seattle, USA",Invoice Processor,Vendor4,234.9,Riley,17/08/2022 15:58:30,17/08/2022 17:29:18,26,Confirm Payment Received,90.8,33.38,17/08/2022 16:55:55,37%
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,19/08/2022 14:12:58,19/08/2022 14:55:36,27,Refund Customer,42.64,15.68,19/08/2022 14:39:55,37%
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,19/08/2022 14:55:36,19/08/2022 15:46:59,27,Re-issuing the invoice,51.38,18.89,19/08/2022 15:28:06,37%
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,19/08/2022 13:45:27,19/08/2022 14:12:58,27,Credit Memo Entry,27.52,10.12,19/08/2022 14:02:51,37%
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,19/08/2022 12:24:55,19/08/2022 13:45:27,27,Check Customer Payment,80.52,29.6,19/08/2022 13:15:51,37%
"Seattle, USA",start,Vendor5,626.16,Riley,19/08/2022 11:05:19,19/08/2022 11:05:19,27,start,0,0,19/08/2022 11:05:19,0%
"Seattle, USA",Invoice Processor,Vendor5,626.16,Riley,19/08/2022 11:05:19,19/08/2022 12:24:55,27,Invoice Entry,79.6,29.26,19/08/2022 11:55:40,37%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,28/07/2022 15:12:12,28/07/2022 22:40:04,28,Fill Credit Memo,447.88,164.66,28/07/2022 19:55:25,37%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,29/07/2022 9:40:04,29/07/2022 15:56:06,28,Re-issuing the invoice,376.02,138.24,29/07/2022 13:37:51,37%
"San Diego, USA",start,Vendor2,468.9,Adrian,25/07/2022 9:27:42,25/07/2022 9:27:42,28,start,0,0,25/07/2022 9:27:42,0%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,26/07/2022 9:40:16,26/07/2022 15:23:58,28,Refund With Standard Voucher,343.7,126.36,26/07/2022 13:17:36,37%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,25/07/2022 9:27:42,25/07/2022 17:07:05,28,Invoice Entry,459.39,168.89,25/07/2022 14:18:12,37%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,28/07/2022 9:21:18,28/07/2022 15:12:12,28,Credit Memo Creation,350.9,129.01,28/07/2022 13:03:11,37%
"San Diego, USA",Invoice Approver,Vendor2,468.9,Jessie,27/07/2022 9:05:28,27/07/2022 18:21:18,28,Approve Invoice,555.82,64.18,27/07/2022 17:17:07,12%
"San Diego, USA",Invoice Processor,Vendor2,468.9,Adrian,25/07/2022 17:07:05,25/07/2022 22:40:16,28,Confirm Payment Received,333.18,122.49,25/07/2022 20:37:46,37%
"San Diego, USA",Invoice Approver,Vendor2,468.9,Jessie,26/07/2022 15:23:58,27/07/2022 1:05:28,28,Complete the Customer Memo,581.51,67.15,26/07/2022 23:58:19,12%
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,20/07/2022 9:49:07,20/07/2022 10:41:18,29,Invoice Entry,52.18,19.18,20/07/2022 10:22:07,37%
"Seattle, USA",start,Vendor4,560.51,Riley,20/07/2022 9:49:07,20/07/2022 9:49:07,29,start,0,0,20/07/2022 9:49:07,0%
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,20/07/2022 10:41:18,20/07/2022 11:44:01,29,Check Customer Payment,62.71,23.05,20/07/2022 11:20:58,37%
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,20/07/2022 11:44:01,20/07/2022 13:16:01,29,Credit Memo Entry,92.01,33.83,20/07/2022 12:42:12,37%
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,20/07/2022 13:16:01,20/07/2022 14:21:32,29,Refund Customer,65.51,24.08,20/07/2022 13:57:27,37%
"Seattle, USA",Invoice Processor,Vendor4,560.51,Riley,20/07/2022 14:21:32,20/07/2022 14:47:48,29,Re-issuing the invoice,26.26,9.65,20/07/2022 14:38:09,37%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,24/08/2022 9:21:17,24/08/2022 10:36:28,3,Refund With Standard Voucher,75.18,27.64,24/08/2022 10:08:49,37%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,24/08/2022 10:36:28,24/08/2022 14:05:48,3,Complete the Customer Memo,209.34,24.17,24/08/2022 13:41:38,12%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,26/08/2022 12:44:04,26/08/2022 13:52:27,3,Re-issuing the invoice,68.38,25.14,26/08/2022 13:27:18,37%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,24/08/2022 14:05:48,24/08/2022 18:20:58,3,Reject Invoice,255.16,29.46,24/08/2022 17:51:30,12%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,25/08/2022 15:15:26,25/08/2022 18:55:45,3,Approve Invoice,220.31,25.44,25/08/2022 18:30:18,12%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,22/08/2022 12:11:44,22/08/2022 13:36:22,3,Refund With Standard Voucher,84.63,31.11,22/08/2022 13:05:15,37%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,25/08/2022 10:54:55,25/08/2022 15:15:26,3,Complete the Customer Memo,260.51,30.08,25/08/2022 14:45:21,12%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,23/08/2022 17:03:10,23/08/2022 20:21:17,3,Reject Invoice,198.12,22.88,23/08/2022 19:58:24,12%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,26/08/2022 9:55:45,26/08/2022 11:05:23,3,Credit Memo Creation,69.64,25.6,26/08/2022 10:39:47,37%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,26/08/2022 11:05:23,26/08/2022 12:44:04,3,Fill Credit Memo,98.68,36.28,26/08/2022 12:07:47,37%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,25/08/2022 9:20:58,25/08/2022 10:54:55,3,Refund With Standard Voucher,93.96,34.54,25/08/2022 10:20:23,37%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,23/08/2022 13:48:59,23/08/2022 17:03:10,3,Complete the Customer Memo,194.18,22.42,23/08/2022 16:40:45,12%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,22/08/2022 13:36:22,22/08/2022 18:17:14,3,Complete the Customer Memo,280.87,32.43,22/08/2022 17:44:48,12%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,23/08/2022 12:35:54,23/08/2022 13:48:59,3,Refund With Standard Voucher,73.08,26.87,23/08/2022 13:22:07,37%
"San Francisco, USA",Invoice Approver,Vendor3,3960.7,Jackie,23/08/2022 9:17:14,23/08/2022 12:35:54,3,Reject Invoice,198.67,22.94,23/08/2022 12:12:58,12%
"San Francisco, USA",start,Vendor3,3960.7,Aiden,22/08/2022 9:12:16,22/08/2022 9:12:16,3,start,0,0,22/08/2022 9:12:16,0%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,22/08/2022 10:42:51,22/08/2022 12:11:44,3,Confirm Payment Received,88.89,32.68,22/08/2022 11:39:03,37%
"San Francisco, USA",Invoice Processor,Vendor3,3960.7,Aiden,22/08/2022 9:12:16,22/08/2022 10:42:51,3,Invoice Entry,90.58,33.3,22/08/2022 10:09:33,37%
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,28/07/2022 15:16:50,28/07/2022 19:52:27,30,Re-issuing the invoice,275.61,101.33,28/07/2022 18:11:07,37%
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,27/07/2022 16:19:38,27/07/2022 22:16:58,30,Credit Memo Entry,357.34,131.37,27/07/2022 20:05:36,37%
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,26/07/2022 14:47:04,26/07/2022 21:04:35,30,Invoice Entry,377.52,138.79,26/07/2022 18:45:48,37%
"San Diego, USA",start,Vendor5,984.56,Adrian,26/07/2022 14:47:04,26/07/2022 14:47:04,30,start,0,0,26/07/2022 14:47:04,0%
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,28/07/2022 9:16:58,28/07/2022 15:16:50,30,Refund Customer,359.87,132.3,28/07/2022 13:04:32,37%
"San Diego, USA",Invoice Processor,Vendor5,984.56,Adrian,27/07/2022 9:04:35,27/07/2022 16:19:38,30,Check Customer Payment,435.04,159.94,27/07/2022 13:39:41,37%
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,8/08/2022 12:22:33,8/08/2022 13:47:07,31,Check Customer Payment,84.57,31.09,8/08/2022 13:16:02,37%
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,8/08/2022 13:47:07,8/08/2022 15:33:49,31,Credit Memo Entry,106.7,39.23,8/08/2022 14:54:35,37%
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,8/08/2022 10:05:37,8/08/2022 12:22:33,31,Invoice Entry,136.93,50.34,8/08/2022 11:32:12,37%
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,8/08/2022 15:33:49,8/08/2022 17:32:18,31,Refund Customer,118.49,43.56,8/08/2022 16:48:45,37%
"San Francisco, USA",Invoice Processor,Vendor2,1889.23,Aiden,8/08/2022 17:32:18,8/08/2022 18:35:26,31,Re-issuing the invoice,63.12,23.21,8/08/2022 18:12:13,37%
"San Francisco, USA",start,Vendor2,1889.23,Aiden,8/08/2022 10:05:37,8/08/2022 10:05:37,31,start,0,0,8/08/2022 10:05:37,0%
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,12/08/2022 15:07:10,12/08/2022 16:33:37,32,Refund Customer,86.45,31.78,12/08/2022 16:01:50,37%
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,12/08/2022 10:19:10,12/08/2022 12:55:16,32,Check Customer Payment,156.1,57.39,12/08/2022 11:57:53,37%
"San Francisco, USA",start,Vendor4,322.31,Aiden,12/08/2022 9:03:51,12/08/2022 9:03:51,32,start,0,0,12/08/2022 9:03:51,0%
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,12/08/2022 9:03:51,12/08/2022 10:19:10,32,Invoice Entry,75.32,27.69,12/08/2022 9:51:29,37%
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,12/08/2022 16:33:37,12/08/2022 18:00:56,32,Re-issuing the invoice,87.31,32.1,12/08/2022 17:28:50,37%
"San Francisco, USA",Invoice Processor,Vendor4,322.31,Aiden,12/08/2022 12:55:16,12/08/2022 15:07:10,32,Credit Memo Entry,131.9,48.49,12/08/2022 14:18:41,37%
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,11/08/2022 11:11:10,11/08/2022 11:43:32,33,Re-issuing the invoice,32.38,11.9,11/08/2022 11:31:38,37%
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,10/08/2022 15:31:56,10/08/2022 16:46:46,33,Invoice Entry,74.83,27.51,10/08/2022 16:19:16,37%
"Seattle, USA",start,Vendor5,246.28,Riley,10/08/2022 15:31:56,10/08/2022 15:31:56,33,start,0,0,10/08/2022 15:31:56,0%
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,10/08/2022 16:46:46,10/08/2022 17:50:31,33,Check Customer Payment,63.75,23.44,10/08/2022 17:27:05,37%
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,10/08/2022 17:50:31,10/08/2022 18:22:05,33,Credit Memo Entry,31.56,11.6,10/08/2022 18:10:29,37%
"Seattle, USA",Invoice Processor,Vendor5,246.28,Riley,11/08/2022 9:22:05,11/08/2022 11:11:10,33,Refund Customer,109.08,40.1,11/08/2022 10:31:04,37%
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,22/07/2022 15:28:46,22/07/2022 16:30:32,34,Check Customer Payment,61.77,22.71,22/07/2022 16:07:50,37%
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,22/07/2022 16:30:32,22/07/2022 17:35:22,34,Credit Memo Entry,64.83,23.83,22/07/2022 17:11:32,37%
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,25/07/2022 9:07:21,25/07/2022 9:26:12,34,Re-issuing the invoice,18.86,6.93,25/07/2022 9:19:17,37%
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,22/07/2022 14:02:10,22/07/2022 15:28:46,34,Invoice Entry,86.6,31.84,22/07/2022 14:56:56,37%
"Seattle, USA",start,Vendor4,749.79,Riley,22/07/2022 14:02:10,22/07/2022 14:02:10,34,start,0,0,22/07/2022 14:02:10,0%
"Seattle, USA",Invoice Processor,Vendor4,749.79,Riley,22/07/2022 17:35:22,22/07/2022 20:07:21,34,Refund Customer,151.98,55.87,22/07/2022 19:11:29,37%
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,25/07/2022 9:21:37,25/07/2022 11:34:26,35,Invoice Entry,132.83,48.83,25/07/2022 10:45:37,37%
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,25/07/2022 14:38:04,25/07/2022 16:25:23,35,Refund Customer,107.31,39.45,25/07/2022 15:45:56,37%
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,25/07/2022 16:25:23,25/07/2022 17:36:46,35,Re-issuing the invoice,71.39,26.25,25/07/2022 17:10:31,37%
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,25/07/2022 13:21:10,25/07/2022 14:38:04,35,Credit Memo Entry,76.91,28.28,25/07/2022 14:09:47,37%
"San Francisco, USA",Invoice Processor,Vendor2,1765.7,Aiden,25/07/2022 11:34:26,25/07/2022 13:21:10,35,Check Customer Payment,106.72,39.23,25/07/2022 12:41:56,37%
"San Francisco, USA",start,Vendor2,1765.7,Aiden,25/07/2022 9:21:37,25/07/2022 9:21:37,35,start,0,0,25/07/2022 9:21:37,0%
"Seattle, USA",Invoice Approver,Vendor2,2571.35,Addison,24/08/2022 9:16:46,24/08/2022 12:19:29,36,Approve Invoice,182.72,21.1,24/08/2022 11:58:23,12%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,23/08/2022 13:26:42,23/08/2022 14:41:14,36,Invoice Entry,74.53,27.4,23/08/2022 14:13:50,37%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,24/08/2022 12:19:29,24/08/2022 13:10:23,36,Credit Memo Creation,50.89,18.71,24/08/2022 12:51:40,37%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,24/08/2022 13:10:23,24/08/2022 14:15:38,36,Fill Credit Memo,65.26,23.99,24/08/2022 13:51:39,37%
"Seattle, USA",Invoice Approver,Vendor2,2571.35,Addison,23/08/2022 16:33:05,23/08/2022 19:16:46,36,Complete the Customer Memo,163.69,18.9,23/08/2022 18:57:52,12%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,23/08/2022 15:46:23,23/08/2022 16:33:05,36,Refund With Standard Voucher,46.69,17.17,23/08/2022 16:15:54,37%
"Seattle, USA",start,Vendor2,2571.35,Riley,23/08/2022 13:26:42,23/08/2022 13:26:42,36,start,0,0,23/08/2022 13:26:42,0%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,24/08/2022 14:15:38,24/08/2022 14:58:52,36,Re-issuing the invoice,43.23,15.89,24/08/2022 14:42:59,37%
"Seattle, USA",Invoice Processor,Vendor2,2571.35,Riley,23/08/2022 14:41:14,23/08/2022 15:46:23,36,Confirm Payment Received,65.15,23.95,23/08/2022 15:22:26,37%
"San Francisco, USA",start,Vendor2,1945.03,Aiden,29/07/2022 13:46:36,29/07/2022 13:46:36,37,start,0,0,29/07/2022 13:46:36,0%
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,1/08/2022 10:16:15,1/08/2022 11:17:34,37,Re-issuing the invoice,61.31,22.54,1/08/2022 10:55:01,37%
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,1/08/2022 9:03:36,1/08/2022 10:16:15,37,Refund Customer,72.66,26.71,1/08/2022 9:49:33,37%
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,29/07/2022 13:46:36,29/07/2022 15:44:34,37,Invoice Entry,117.97,43.37,29/07/2022 15:01:12,37%
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,29/07/2022 17:26:37,29/07/2022 19:03:36,37,Credit Memo Entry,96.98,35.65,29/07/2022 18:27:57,37%
"San Francisco, USA",Invoice Processor,Vendor2,1945.03,Aiden,29/07/2022 15:44:34,29/07/2022 17:26:37,37,Check Customer Payment,102.04,37.51,29/07/2022 16:49:06,37%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,17/08/2022 14:17:30,17/08/2022 16:53:45,38,Invoice Entry,156.25,57.44,17/08/2022 15:56:19,37%
"San Francisco, USA",start,Vendor3,3836.06,Aiden,17/08/2022 14:17:30,17/08/2022 14:17:30,38,start,0,0,17/08/2022 14:17:30,0%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,18/08/2022 9:37:33,18/08/2022 11:13:40,38,Refund With Standard Voucher,96.13,35.34,18/08/2022 10:38:20,37%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,17/08/2022 16:53:45,17/08/2022 19:37:33,38,Confirm Payment Received,163.79,60.22,17/08/2022 18:37:19,37%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,19/08/2022 9:16:00,19/08/2022 9:56:49,38,Credit Memo Creation,40.83,15.01,19/08/2022 9:41:49,37%
"San Francisco, USA",Invoice Approver,Vendor3,3836.06,Jackie,18/08/2022 11:13:40,18/08/2022 14:24:08,38,Complete the Customer Memo,190.46,21.99,18/08/2022 14:02:09,12%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,19/08/2022 10:51:19,19/08/2022 12:27:03,38,Re-issuing the invoice,95.73,35.19,19/08/2022 11:51:52,37%
"San Francisco, USA",Invoice Processor,Vendor3,3836.06,Aiden,19/08/2022 9:56:49,19/08/2022 10:51:19,38,Fill Credit Memo,54.5,20.04,19/08/2022 10:31:17,37%
"San Francisco, USA",Invoice Approver,Vendor3,3836.06,Jackie,18/08/2022 14:24:08,18/08/2022 19:16:00,38,Approve Invoice,291.86,33.7,18/08/2022 18:42:18,12%
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,10/08/2022 15:09:26,10/08/2022 16:50:09,39,Refund Customer,100.71,37.03,10/08/2022 16:13:07,37%
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,10/08/2022 16:50:09,10/08/2022 17:27:44,39,Re-issuing the invoice,37.59,13.82,10/08/2022 17:13:55,37%
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,10/08/2022 11:37:30,10/08/2022 12:57:44,39,Check Customer Payment,80.24,29.5,10/08/2022 12:28:14,37%
"San Francisco, USA",start,Vendor1,829.25,Aiden,10/08/2022 9:38:14,10/08/2022 9:38:14,39,start,0,0,10/08/2022 9:38:14,0%
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,10/08/2022 9:38:14,10/08/2022 11:37:30,39,Invoice Entry,119.27,43.85,10/08/2022 10:53:39,37%
"San Francisco, USA",Invoice Processor,Vendor1,829.25,Aiden,10/08/2022 12:57:44,10/08/2022 15:09:26,39,Credit Memo Entry,131.7,48.42,10/08/2022 14:21:01,37%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,25/08/2022 11:24:58,25/08/2022 12:06:21,4,Re-issuing the invoice,41.39,15.22,25/08/2022 11:51:08,37%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,24/08/2022 11:54:04,24/08/2022 13:19:35,4,Confirm Payment Received,85.51,31.44,24/08/2022 12:48:09,37%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,25/08/2022 10:31:49,25/08/2022 11:24:58,4,Fill Credit Memo,53.14,19.54,25/08/2022 11:05:25,37%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,25/08/2022 9:04:27,25/08/2022 10:31:49,4,Credit Memo Creation,87.38,32.12,25/08/2022 9:59:42,37%
"San Francisco, USA",Invoice Approver,Vendor1,1034.24,Jackie,24/08/2022 16:37:18,24/08/2022 20:04:27,4,Approve Invoice,207.14,23.92,24/08/2022 19:40:31,12%
"San Francisco, USA",Invoice Approver,Vendor1,1034.24,Jackie,24/08/2022 14:30:43,24/08/2022 16:37:18,4,Complete the Customer Memo,126.58,14.62,24/08/2022 16:22:41,12%
"San Francisco, USA",start,Vendor1,1034.24,Aiden,24/08/2022 9:18:35,24/08/2022 9:18:35,4,start,0,0,24/08/2022 9:18:35,0%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,24/08/2022 9:18:35,24/08/2022 11:54:04,4,Invoice Entry,155.49,57.16,24/08/2022 10:56:55,37%
"San Francisco, USA",Invoice Processor,Vendor1,1034.24,Aiden,24/08/2022 13:19:35,24/08/2022 14:30:43,4,Refund With Standard Voucher,71.14,26.15,24/08/2022 14:04:34,37%
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,21/07/2022 17:40:46,21/07/2022 23:58:00,40,Credit Memo Entry,377.24,138.69,21/07/2022 21:39:19,37%
"San Diego, USA",start,Vendor5,489.58,Adrian,20/07/2022 16:36:43,20/07/2022 16:36:43,40,start,0,0,20/07/2022 16:36:43,0%
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,20/07/2022 16:36:43,20/07/2022 22:50:18,40,Invoice Entry,373.59,137.35,20/07/2022 20:32:57,37%
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,22/07/2022 15:17:12,22/07/2022 21:04:25,40,Re-issuing the invoice,347.21,127.65,22/07/2022 18:56:46,37%
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,22/07/2022 9:58:00,22/07/2022 15:17:12,40,Refund Customer,319.2,117.35,22/07/2022 13:19:51,37%
"San Diego, USA",Invoice Processor,Vendor5,489.58,Adrian,21/07/2022 9:50:18,21/07/2022 17:40:46,40,Check Customer Payment,470.46,172.96,21/07/2022 14:47:48,37%
"San Diego, USA",start,Vendor5,1010.14,Adrian,15/07/2022 13:37:58,15/07/2022 13:37:58,41,start,0,0,15/07/2022 13:37:58,0%
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,20/07/2022 9:37:47,20/07/2022 16:28:00,41,Re-issuing the invoice,410.22,150.81,20/07/2022 13:57:12,37%
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,15/07/2022 13:37:58,15/07/2022 20:24:57,41,Invoice Entry,406.99,149.63,15/07/2022 17:55:20,37%
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,19/07/2022 9:58:55,19/07/2022 18:37:47,41,Refund Customer,518.87,190.76,19/07/2022 15:27:02,37%
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,18/07/2022 9:24:57,18/07/2022 16:55:53,41,Check Customer Payment,450.93,165.78,18/07/2022 14:10:06,37%
"San Diego, USA",Invoice Processor,Vendor5,1010.14,Adrian,18/07/2022 16:55:53,19/07/2022 0:58:55,41,Credit Memo Entry,483.03,177.58,18/07/2022 22:01:20,37%
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,29/07/2022 9:16:06,29/07/2022 15:20:28,42,Refund With Standard Voucher,364.37,133.96,29/07/2022 13:06:31,37%
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,2/08/2022 16:30:35,2/08/2022 22:16:09,42,Fill Credit Memo,345.56,127.04,2/08/2022 20:09:07,37%
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,27/07/2022 9:59:36,27/07/2022 18:38:58,42,Complete the Customer Memo,519.37,59.97,27/07/2022 17:39:00,12%
"San Diego, USA",Invoice Approver,Vendor2,559.26,Jessie,29/07/2022 15:20:28,29/07/2022 20:58:39,42,Complete the Customer Memo,338.18,39.05,29/07/2022 20:19:36,12%
"San Diego, USA",Invoice Processor,Vendor2,559.26,Adrian,3/08/2022 9:16:09,3/08/2022 17:11:23,42,Re-issuing the invoice,475.24,174.72,3/08/2022 14:16:40,37%
